market,fetched_kst,trade_timestamp_kst,price,day_return_pct,trade_value_15m,trade_value_30m,trade_value_45m,trade_value_60m,trade_value_90m,trade_value_120m,median_15m,anomaly_15m,change_15m_pct,change_accel_pctp,dir_15_vs_30,dir_15_vs_45,dir_15_vs_60,dir_15_vs_90,dir_15_vs_120,bid_10s,ask_10s,net_10s,ratio_10s,trades_10s,prev_bid_10s,prev_ask_10s,prev_trades_10s,bid_15m_ticks,ask_15m_ticks,trades_15m_ticks,tick_coverage_sec,slope15_1m_pct,higher_low_15m,preexpansion_score
KRW-CHIP,2026-09-06T18:05:58+09:00,2026-09-06T18:05:47.313+09:00,82.3,2.10918114,461828426.4237362,578358662.1997752,731202900.73607,785251508.8922755,889391437.040813,1045984292.5226367,63957975.38951354,7.220810596507046,296.3163923493044,320.07522232419586,↑,↑,↑,↑,↑,0.0,986672.5441304098,-986672.5441304098,0.0,2,9026038.073895408,180273.91579957,7,269738422.33052766,158600651.8023705,500,783.641,0.11769185503132634,True,21.35080146489036
KRW-CHZ,2026-09-06T18:02:57+09:00,2026-09-06T17:55:26.415+09:00,19.0,1.06382979,38241517.92818021,74075710.90016587,80326956.5256936,87303936.87853037,104962522.35158764,125460291.43492182,9251013.597886875,4.133765184056736,6.717954993646824,-466.51488720427267,→,↑,↑,↑,↑,0.0,28778.65201203,-28778.65201203,0.0,1,0.0,0.0,0,274168.099999696,388415.08679424,11,30741.292,-0.009388613489559995,False,2.715090577303581
KRW-CKB,2026-09-06T18:03:31+09:00,2026-09-06T18:02:37.974+09:00,1.5,-0.66225166,7332968.26957836,30947385.28532605,54536367.99838712,62330830.14618084,89966640.92420268,111940704.5139672,13817905.389010921,0.5306859515343121,-68.94707049219872,-69.05489329658162,↓,↓,↓,↓,↓,0.0,739917.4825174799,-739917.4825174799,0.0,4,0.0,0.0,0,5960.764755255001,2662875.831560865,7,32490.797,-0.07114399544678435,False,-4.416245453312257
KRW-COMP,2026-09-06T18:04:08+09:00,2026-09-06T18:02:13.345+09:00,28570.0,3.70235935,21759284.9146787,35589344.0239514,43226766.076890804,58777342.0268574,102196341.4112782,143518502.4273538,14471139.305964049,1.5036331593954706,57.33327488159221,-23.74954355385031,↑,↑,↑,↑,↑,25630.6497636,0.0,25630.6497636,999.0,2,0.0,0.0,0,9642292.4074155,7510780.5888723,28,32412.963,0.05068866671327694,True,3.0873283473748234
KRW-COW,2026-09-06T17:59:38+09:00,2026-09-06T17:56:20.756+09:00,179.0,0.0,34076962.91082349,61320765.23538989,63983534.6337935,82041560.95385504,140984524.25976732,174093038.2966997,20960027.229860224,1.6258071870382171,25.081523147359853,-898.0563550669411,↑,↑,↑,↑,↑,2047809.8086169504,0.0,2047809.8086169504,999.0,9,0.0,0.0,0,2078427.9958886104,8908490.79439795,13,32066.893,-0.11486664906258251,False,8.915425984426035
KRW-CPOOL,2026-09-06T18:01:38+09:00,2026-09-06T17:55:14.509+09:00,27.7,-0.35971223,16400708.925769009,27525779.47467471,35776410.06065146,64316999.60455811,87261073.58955649,116313362.78064248,10925729.374545585,1.5011088380038824,47.42116783594004,12.58213422541197,↑,↑,→,↑,↑,5568.215892002,0.0,5568.215892002,999.0,1,0.0,0.0,0,16648.215892002,0.0,3,31959.842,0.023275059480707065,False,2.0883916022110114
KRW-CRO,2026-09-06T17:58:27+09:00,2026-09-06T17:51:55.807+09:00,77.9,0.64599483,14983043.23614982,27836200.93671564,61487334.15837798,72053203.32601511,89278444.2671004,148357631.54721373,11709513.434101481,1.2795615565472496,16.570912651995528,78.37559359423547,→,↓,↓,→,↓,0.0,449133.1554203341,-449133.1554203341,0.0,7,0.0,0.0,0,1942204.2357624732,454167.29432920006,17,13080.928,-0.022854705021940255,True,5.889302400386573
KRW-CRV,2026-09-06T17:58:27+09:00,2026-09-06T17:58:04.597+09:00,505.0,-2.13178295,31323046.80027741,60810064.68542864,113468067.93692558,177540662.5546889,251758811.37072694,330625585.5404245,41072510.56832409,0.7626280051269704,6.226566966782854,50.229347048815335,→,↓,↓,↓,↓,4206503.74812448,0.0,4206503.74812448,999.0,1,0.0,0.0,0,6973250.55178172,3514594.7293718,24,24699.89,-0.053578478371214246,False,-0.0008580792144545768
KRW-CTC,2026-09-06T17:58:54+09:00,2026-09-06T17:44:30.310+09:00,131.0,-0.75757576,8379334.37767031,17671943.5850996,21259200.7913864,43384219.24049056,49723979.26803086,73853603.81023408,6439933.2068580445,1.3011523735598607,-9.8279698346599,-168.87293575301254,→,↑,↓,→,↓,0.0,5068246.05781963,-5068246.05781963,0.0,12,0.0,0.0,0,5045.99999904,5068246.05781963,13,29993.949,0.016258400173422935,False,-1.0687323890841531
KRW-CVC,2026-09-06T18:00:58+09:00,2026-09-06T17:54:24.195+09:00,29.1,-0.68259386,19408481.7788767,22984112.57659496,61290672.39967871,70427391.98074885,80208853.775309,159670236.66974184,8315483.68904083,2.33401717863455,442.7988200365082,533.4645681114278,↑,→,↑,↑,→,0.0,114564.51168727501,-114564.51168727501,0.0,1,0.0,0.0,0,1515059.999999467,4920175.058471194,13,31955.15,0.007333528894104337,False,10.067418896498005
KRW-CYBER,2026-09-06T17:57:24+09:00,2026-09-06T17:40:43.610+09:00,424.0,-0.46948357,7845569.7854274,21480560.94294874,44207019.66133807,52172754.64025446,90849184.89046559,117590589.0978252,12393625.752655795,0.6330326525912883,-42.460030264855554,-2.4561402020736125,↓,↓,↓,↓,↓,0.0,20503.98274912,-20503.98274912,0.0,1,0.0,0.0,0,5010.999996539999,20503.98274912,2,31057.815,0.03878932337928088,False,-5.303664082149583
KRW-DATA,2026-09-06T18:02:20+09:00,2026-09-06T18:02:14.913+09:00,262.0,0.76923077,31774870.41887035,52558827.41314277,66726762.35804347,95985694.82019538,183174185.75909558,285825268.39192414,34235145.443194196,0.9281359844547429,52.881717507531256,6.1845659812042015,↑,↑,↑,→,↓,0.0,1397266.11,-1397266.11,0.0,2,0.0,0.0,0,17447182.67864716,2431175.1516866703,29,14839.174,0.03279046890370533,False,1.4666838402125828
KRW-DEEP,2026-09-06T18:07:17+09:00,2026-09-06T18:07:10.862+09:00,21.2,-1.39534884,13216071.36901422,37460233.83772095,59406078.695342004,77784946.93616778,114703164.01500477,185991233.5621759,21653672.464168336,0.610338564549901,-45.48761424085931,-55.96029198918281,↓,↓,↓,↓,↓,81938.0,0.0,81938.0,999.0,1,0.0,0.0,0,2826169.3870576,994677.9119571211,17,28093.017,-0.010110996270165604,False,-1.3286275789951087
KRW-DKA,2026-09-06T17:57:06+09:00,2026-09-06T17:49:05.139+09:00,5.01,-0.79207921,13925175.39462678,18330721.56773382,25467971.12606906,37009013.90321867,79050861.6268248,89613643.4929337,7650031.88449767,1.8202767785641927,216.08283848279268,254.356733249972,↑,↑,↑,→,↑,9999.9999999903,0.0,9999.9999999903,999.0,1,0.0,0.0,0,9999.9999999903,0.0,1,31324.317,-0.02282974716054971,False,10.491510083489871
KRW-DOGE,2026-09-06T17:57:25+09:00,2026-09-06T17:56:46.561+09:00,123.0,0.0,41290431.16383372,81876929.56170678,106270616.63013215,464250086.359437,656949626.8207719,1213881039.3446672,96349770.23066747,0.4285472717265626,1.734401324942958,-64.64675411099478,→,↑,↓,↓,↓,0.0,1845000.0,-1845000.0,0.0,1,0.0,11557407.99999918,2,5597750.1013526,30519265.315718006,39,6224.49,-0.037644787644787646,False,-1.4852379679772072
KRW-DOOD,2026-09-06T17:56:23+09:00,2026-09-06T17:56:23.025+09:00,2.13,6.5,134497582.4484965,313909387.5247631,371242427.94095606,426697814.991804,582269886.9307445,640118037.4634725,61309659.43891543,2.193742122846079,-25.03415124142886,-237.96331699624926,↓,↑,↑,↑,↑,6028.169014083001,72376.548,-66348.37898591699,0.08328898214492077,2,1150126.9173452395,0.0,5,120381098.2595676,58667744.98903422,263,1389.079,0.11480797802890476,True,-2.5868836648693128
KRW-DOS,2026-09-06T18:05:04+09:00,2026-09-06T18:02:45.203+09:00,327.0,-2.3880597,27264259.898094438,49696586.926589325,86119878.89285375,252641384.17731798,311402188.41149217,412442558.9161817,36656465.8727128,0.7437776460166077,21.540042918693803,59.952180269507906,↑,→,↓,↓,↓,0.0,832701.152238,-832701.152238,0.0,3,0.0,0.0,0,1803763.6179789999,4501623.370006571,14,9955.557,0.0021856968001398845,False,-1.4442999110242285
KRW-DOT,2026-09-06T18:05:13+09:00,2026-09-06T18:04:10.967+09:00,1279.0,2.40192154,12566047.88509668,76474995.35760146,236770724.99335885,326212693.1487066,392975168.8222892,431414584.1888265,49247338.577673435,0.25516196911387146,-80.33757653339087,-20.206977681959287,↓,↓,↓,↓,↓,0.0,688659.4732705599,-688659.4732705599,0.0,5,0.0,0.0,0,1804510.42527259,8501363.95538009,41,4222.175,-0.014241778863338496,False,0.28067816602525864
KRW-DRV,2026-09-06T18:05:33+09:00,2026-09-06T18:04:03.610+09:00,224.0,-6.276150630000001,76689715.30133055,221351768.58675766,268851317.7353309,286163463.93954426,430804117.8238339,791021455.9740503,59513629.18175609,1.2886076072947639,-46.98698548815905,-251.54156732837913,↓,↓,→,→,↓,6629.5964112,0.0,6629.5964112,999.0,1,1154418.28595545,0.0,2,21403040.290535137,46816886.18763508,69,4998.636,0.019178315717695193,False,-1.58253163197576
KRW-EDGE,2026-09-06T18:05:13+09:00,2026-09-06T18:00:58.907+09:00,94.7,-2.37113402,31504357.30679105,38453414.48232469,58631247.90432033,71129606.73468406,93456455.80386432,114871300.22105403,11163424.53459013,2.8221050994857415,353.36160735174457,418.9225423133815,↑,↑,↑,↑,↑,0.0,861166.8108540059,-861166.8108540059,0.0,7,0.0,0.0,0,1615383.919381588,1826862.501937465,37,26203.753,-0.050418397447474055,False,13.104315609434316
KRW-EGLD,2026-09-06T17:59:02+09:00,2026-09-06T17:56:12.049+09:00,6250.0,0.24057738999999997,15843561.991883801,31009533.89667785,37678387.14891395,53808613.5030484,61031535.568247855,74265190.20132555,6097352.5760175,2.598432974698022,4.467831612397766,-122.94715760945721,→,↑,↑,↑,↑,0.0,631792.483296,-631792.483296,0.0,1,0.0,0.0,0,123184.54996224999,3520910.6095424993,12,31142.296,-0.09592758463640505,True,1.969972062477769
KRW-ELF,2026-09-06T18:04:26+09:00,2026-09-06T18:02:33.137+09:00,89.8,-1.31868132,13449662.828530671,33855178.31106949,40224240.45831845,51309862.054659836,98641873.32529873,127132857.21650814,13551458.20423726,0.9924882345373902,-34.088100641026855,-254.47303347376322,↓,→,→,↓,↓,99623.04689,0.0,99623.04689,999.0,1,0.0,0.0,0,290300.36181,48549.68207991599,7,32039.045,0.00516331977630875,False,0.09173705799112941
KRW-ELSA,2026-09-06T18:04:36+09:00,2026-09-06T18:02:35.980+09:00,73.0,0.41265475,47167771.14726524,70512221.21883751,99283364.29935925,113662891.70252675,190397871.27258518,282746122.7630464,31502553.00090252,1.4972682101642343,102.0513269862966,120.91290990554936,↑,↑,↑,↑,↑,0.0,2079357.7887429842,-2079357.7887429842,0.0,2,0.0,0.0,0,23834205.356981486,20833588.0541127,93,6076.363,-0.00048807788421516014,False,4.61653640394906
KRW-ENA,2026-09-06T18:03:14+09:00,2026-09-06T18:02:40.563+09:00,239.0,2.13675214,239276362.92100623,401044719.62527215,493941811.51016897,837133969.9317806,1113727033.5458255,1844799571.4135644,194276968.44950795,1.2316249570426743,47.91295887268934,-26.224200237418607,↑,↑,↑,↑,→,0.0,737614.39696583,-737614.39696583,0.0,2,1325717.1414264,0.0,2,49971081.47754577,189396682.30281472,167,3847.319,-0.005967299200381907,False,0.5526114245641756
KRW-ENS,2026-09-06T18:03:14+09:00,2026-09-06T18:03:08.016+09:00,8250.0,1.72626387,69067381.0469809,191567800.3731015,225689523.138816,249282189.3389331,482111791.3260358,607423742.8041344,71561536.8420409,0.9651466988395542,-43.6186574487474,-302.6287231691365,↓,↓,↑,↓,↓,2438863.144165,144367.7702582,2294495.3739068,16.893404530686613,7,0.0,0.0,0,50197915.35495673,19013833.462282352,79,4635.897,0.007370623872728113,True,9.56166136872351
KRW-ENSO,2026-09-06T18:06:50+09:00,2026-09-06T18:05:51.850+09:00,1250.0,0.40160643,22725469.921131432,71540538.52447654,87511071.86420651,114113537.32211922,200782048.78255358,264454517.3360342,30876862.32016091,0.7360032144941404,-53.4457892381736,-259.10288637410724,↓,↓,↓,↓,↓,0.0,160449.77510016,-160449.77510016,0.0,1,0.0,0.0,0,2392178.30551576,5584444.040953849,15,11661.941,0.026005547850208043,True,0.8096035359435545
KRW-ERA,2026-09-06T17:59:11+09:00,2026-09-06T17:58:54.187+09:00,81.4,0.8674101599999999,11015742.94753483,32400234.20086926,42647171.663185306,60660393.353081666,103639585.00957537,156726460.82841372,16286676.690758556,0.6763652988694385,-48.48723396299095,-157.17877064873377,↓,↓,↓,↓,↓,0.0,432076.610045976,-432076.610045976,0.0,1,0.0,0.0,0,99999.99999990001,2897554.1472842162,8,32026.178,-0.009659629772735705,True,-0.25599817124361746
KRW-ESP,2026-09-06T17:59:20+09:00,2026-09-06T17:58:19.862+09:00,119.0,-0.8333333300000001,52575265.39589778,69039476.49117205,74255409.66138318,125301571.08888724,161380328.29698578,206643197.40695494,18039378.604049265,2.914472086311017,219.330608017948,3.6783448849868705,↑,↑,↑,↑,↑,13090.0,0.0,13090.0,999.0,1,0.0,0.0,0,192661.0,261334.49999831998,6,32127.353,-0.13728611221647433,False,6.762751393090557
KRW-ETC,2026-09-06T17:59:20+09:00,2026-09-06T17:55:12.273+09:00,10530.0,-0.37842952,27860370.9370354,42834454.3885217,92000082.9392345,157790474.7060404,175719833.7895843,245254299.2398706,28140330.37925785,0.9900513093325725,86.05727039854337,155.60086438302585,↑,↓,↓,→,↓,0.0,3510986.4999612,-3510986.4999612,0.0,2,0.0,0.0,0,10939391.585514,3889352.8257073,16,13209.677,0.010517506559305168,False,0.35250548788993097
KRW-ETH,2026-09-06T17:59:38+09:00,2026-09-06T17:59:30.308+09:00,3400000.0,0.38382049,1288001062.50595,2124925036.58002,2355683029.50232,2709879186.65789,3061742247.66036,6186600216.64456,294434036.789075,4.3744978554522245,53.89702080537586,-208.78769640651115,↑,↑,↑,↑,↑,0.0,1213814.858,-1213814.858,0.0,1,816240.0,0.0,3,809742856.3883321,127603097.46774003,500,692.63,0.012400307135290852,False,5.159373161131843
KRW-ETHFI,2026-09-06T17:57:06+09:00,2026-09-06T17:51:46.244+09:00,798.0,2.04603581,4741529.09663493,31492752.26702294,52901385.25308375,89896931.89445145,117340619.038989,202627518.16879678,21014792.507118076,0.2256281662085834,-82.27546805454668,-107.23077551301807,↓,↓,↓,↓,↓,205999.9999932,0.0,205999.9999932,999.0,2,0.0,0.0,0,213061.14034184002,492639.36947002,7,25379.472,0.06620985370775181,True,5.248190982829442
KRW-EUL,2026-09-06T17:58:27+09:00,2026-09-06T17:58:04.243+09:00,1764.0,-2.05441421,10835062.91284324,20273518.73951805,41618823.015826896,51323250.03290583,86121401.12864502,133667754.0467476,17399075.547869593,0.622737850814719,14.796987047620247,70.57903772960303,→,↓,↓,↓,↓,0.0,300000.00000114,-300000.00000114,0.0,2,0.0,0.0,0,354194.36769183003,316334.24537162,7,21694.551,-0.002429359620803956,False,-4.533482933321242
KRW-EURC,2026-09-06T18:04:08+09:00,2026-09-06T17:26:56.824+09:00,1585.0,-0.31446541,5745634.01493104,11777125.54174444,13980581.51767493,29893408.75276684,60291832.37067498,68294894.80110525,5569137.918439224,1.0316918164133524,-4.739416620442249,-178.4681224670105,→,↑,↓,↓,↓,6340.0,0.0,6340.0,999.0,1,0.0,0.0,0,6340.0,0.0,1,29769.776,-0.0480217456961643,False,-0.8651390019453125
KRW-F,2026-09-06T17:58:45+09:00,2026-09-06T17:57:50.626+09:00,4.6,-1.28755365,32681883.35733826,62223155.23481795,75343637.66446543,90718754.0660822,178673238.32335067,229288481.79767823,23412256.252961665,1.395930533316454,10.631266970779162,-114.52258721012558,→,↑,↑,↑,↑,0.0,573156.6376464531,-573156.6376464531,0.0,1,0.0,0.0,0,6951639.365231196,2296656.637646401,20,32255.718,-0.01939869226949263,False,-5.198694739082422
KRW-FCT2,2026-09-06T18:02:38+09:00,2026-09-06T17:42:47.586+09:00,9.93,0.3030303,13994451.75130186,30604308.86327045,49527261.74126028,58102440.70484917,64701096.2601229,88528614.0090846,8106104.02187429,1.726409100295023,-15.746103913092323,-3.5223469712689965,↓,↓,→,↑,↑,0.0,44685.0,-44685.0,0.0,1,0.0,0.0,0,0.0,76685.0000000262,4,31210.929,-0.027551429334758324,True,0.8990500103245256
KRW-FF,2026-09-06T17:59:19+09:00,2026-09-06T17:58:20.980+09:00,163.0,0.0,40136414.16379629,89722021.67286369,108351781.94915554,125126461.64895666,183422040.94848627,220199559.61209944,20932544.81580691,1.917416850983539,-19.05632263060042,-185.2197448844544,↓,↑,↑,↑,↑,0.0,2012422.36024728,-2012422.36024728,0.0,2,0.0,0.0,0,558874.56271744,13822171.299609533,13,24822.617,-0.04595588235294117,True,1.109158536081893
KRW-FIL,2026-09-06T17:56:05+09:00,2026-09-06T17:55:48.661+09:00,1088.0,1.11524164,29549949.180806153,42099936.33403216,100233052.59500228,149036655.7982099,252896047.67924026,305238586.32111984,49545323.95488581,0.5964225646745851,135.45800342281828,213.86964215746508,↑,↓,↓,↓,↓,4271909.04546962,0.0,4271909.04546962,999.0,1,29999.99999532,0.0,1,4341909.04547252,13787364.673667679,15,13458.152,-0.010175945378151259,False,11.319907749861802
KRW-FLOCK,2026-09-06T18:06:24+09:00,2026-09-06T18:06:15.758+09:00,107.0,22.28571429,1453732481.0918436,6227460248.686304,7519816330.315968,8766249234.377754,10527266359.42309,12373792130.453182,1176166462.093585,1.2359921218159793,-69.54722699186516,-338.9289968810723,↓,↓,↓,↓,→,197646.9999984,4832685.190662041,-4635038.190663641,0.040897967113666646,15,1023287.99999904,3850678.39729816,7,141745814.45832446,224972265.11726293,500,346.902,-0.08603194211594459,True,-1.1404086660024229
KRW-FLUID,2026-09-06T18:05:22+09:00,2026-09-06T17:44:05.516+09:00,1732.0,0.93240093,7027643.35934228,13516226.4626003,19438558.406523142,24393459.24884839,37256295.200737864,74657136.62944049,6205457.523590431,1.1324939913980974,8.307826955527297,-1.253460130317908,→,↑,↑,↑,↓,0.0,99712.14737748,-99712.14737748,0.0,1,0.0,0.0,0,0.0,134712.14736829,3,31145.553,-0.014625183329762865,False,-0.5465609355739105
KRW-FOLD,2026-09-06T17:56:48+09:00,2026-09-06T17:56:13.044+09:00,76.4,0.39421813,36713129.49750744,62298756.62957787,154729027.85168517,184552813.51433352,256176260.05245608,325179711.75979304,33470431.40862164,1.0968824706588787,43.49122383437374,115.81021977176648,↑,↓,↓,↓,↓,5000.999999775001,0.0,5000.999999775001,999.0,1,318220.079960523,87482.173979904,2,12906275.566714268,12754807.86738175,81,4796.813,-0.006507027589796942,False,5.61005570901944
KRW-G,2026-09-06T17:58:45+09:00,2026-09-06T17:53:30.697+09:00,5.26,-0.18975332,21550595.43574313,34167637.6409776,50590562.12093117,57660932.65881551,72763413.03414318,131591707.6370218,10848315.95297592,1.9865383280832039,70.80544778396929,93.97965332430834,↑,↑,↑,↑,↑,1514421.7634565162,0.0,1514421.7634565162,999.0,7,0.0,0.0,0,13589296.952052716,1049469.5165225884,25,31948.786,-0.029236850216669667,False,7.334921421976922
KRW-GAME2,2026-09-06T18:06:23+09:00,2026-09-06T17:49:15.406+09:00,1.15,0.0,439098.75913371,18234394.553496018,21188460.30069085,24821441.09758421,39828314.25408835,59584391.18961904,6241457.064012835,0.0703519634326218,-97.5325009249196,-599.932627301953,↓,↓,↓,↓,↓,0.0,10207.838782499999,-10207.838782499999,0.0,1,0.0,0.0,0,0.0,60129.16807649999,6,31715.523,0.0,True,-0.922612840224116
KRW-GAS,2026-09-06T18:05:58+09:00,2026-09-06T18:02:09.781+09:00,1677.0,-0.7104795700000001,14040854.52332425,24521506.46165331,49653541.12671878,65075149.55885738,95661273.6028314,118301414.71368659,14648118.864843607,0.9585431858436901,33.969285555367804,92.26692409516505,↑,↓,↓,↓,→,11953.6999848,0.0,11953.6999848,999.0,1,0.0,0.0,0,2168205.6217881297,256129.23060543,8,28351.397,0.00212956863457738,False,2.748968125215555
KRW-GEOD,2026-09-06T17:55:46+09:00,2026-09-06T17:54:37.974+09:00,308.0,-3.75,24786733.79479073,30742702.832241382,43912152.46689846,53444868.26331479,88025210.10454334,145769657.2036709,14529025.81128845,1.7060148503234447,316.1662634398158,370.94061466420743,↑,↑,↑,↑,↑,0.0,99676.37540476,-99676.37540476,0.0,1,0.0,0.0,0,3695481.30851775,9060039.182408879,47,20225.284,-0.03229974160206719,False,8.37661633535579
KRW-GLM,2026-09-06T18:02:19+09:00,2026-09-06T16:58:11.995+09:00,151.0,-0.65789474,11504539.33670203,34350607.58529542,49220765.641567886,62813095.26725644,104790857.04712807,139025819.06338307,18068550.7266827,0.6367162209480765,-49.64324184135993,-103.28026548386623,↓,↓,↓,↓,↓,0.0,503081.66666566,-503081.66666566,0.0,1,0.0,0.0,0,0.0,519473.27404742996,2,28668.216,-0.06587615283267458,False,-6.2996121569571155
KRW-GMT,2026-09-06T18:03:49+09:00,2026-09-06T17:56:34.776+09:00,10.2,0.0,30273834.36014772,44906878.50358421,57940871.24702081,94575371.32433873,134625148.82964483,201439714.83744767,20024888.752653047,1.5118103642966214,106.88678352499026,94.61846765681466,↑,↑,↑,↑,↑,0.0,49999.99999995,-49999.99999995,0.0,1,0.0,0.0,0,0.0,49999.99999995,1,31897.459,-0.08759226385125692,False,4.227530341987333
KRW-GRT,2026-09-06T18:03:14+09:00,2026-09-06T18:02:49.614+09:00,28.0,12.449799200000001,193380142.46737894,350810694.14601725,463766986.0000361,694415137.1660863,1392679127.3153844,3227920813.8745008,194039351.42234427,0.9966027048115076,22.835206003803,-16.537775434093913,↑,↑,↑,↓,↓,0.0,423107.9619778,-423107.9619778,0.0,1,0.0,8882054.608577125,8,120200402.05522448,78203912.21701153,252,2028.766,0.044964028776978505,True,-3.3328568746122667
KRW-GRVT,2026-09-06T18:07:17+09:00,2026-09-06T18:07:15.426+09:00,221.0,-0.45045045,76736740.66850036,106721493.51300193,161652113.56761965,180539840.54766342,235901403.57558158,255674877.47891104,24436239.912272662,3.1402843049499083,155.91920355805743,201.3326126645128,↑,↑,↑,↑,↑,16041.071427810002,0.0,16041.071427810002,999.0,1,0.0,0.0,0,16041.071427810002,3483810.2614414003,4,24932.598,-0.06469979296066251,False,9.378945077686591
KRW-HBAR,2026-09-06T17:57:43+09:00,2026-09-06T17:57:18.872+09:00,111.0,0.9090909100000001,18321183.92096793,25721408.15582667,42172603.31609644,88956983.67220347,126170143.04120032,154312155.49896613,17266000.339425076,1.0611133766245477,147.5760644476965,202.593167079057,↑,↑,↓,↓,→,3999999.9999993304,0.0,3999999.9999993304,999.0,4,0.0,0.0,0,8481953.41391334,2446679.6448556,19,18167.406,0.01612625784811215,False,14.908489667060556
KRW-HIVE,2026-09-06T18:01:48+09:00,2026-09-06T17:53:18.207+09:00,63.0,-1.5625,14175681.15268075,28256629.99253943,48726757.07385249,65938123.59234923,101603090.58442704,187600207.42639026,18275660.57890839,0.7756590297502376,0.6727693843607607,31.884975425265047,→,↓,↓,↓,↓,6300.0,0.0,6300.0,999.0,1,0.0,0.0,0,2444501.035576338,2622915.404269756,17,17935.249,-0.015898251192369067,True,0.5077436758395812
KRW-HOLO,2026-09-06T18:06:41+09:00,2026-09-06T18:04:40.242+09:00,92.0,0.87719298,11208959.340337,25910564.01788735,50753883.34971186,67421715.0569182,114936582.44170497,173109480.9821209,20755575.51951543,0.5400457014452709,-23.756898745527344,17.065805011625322,↓,↓,↓,↓,↓,19999.999999980002,0.0,19999.999999980002,999.0,1,687970.999999267,0.0,2,2915276.096839007,1283066.2033499181,12,20543.101,0.09190794666223623,True,3.9353663718223046
KRW-HOME,2026-09-06T18:07:17+09:00,2026-09-06T18:05:48.324+09:00,8.36,0.23980815,56497754.06495891,69610093.59173137,112949066.17722686,150096767.26115543,192277182.8514178,249141637.04030767,24777882.97387875,2.2801687345331225,330.87470355387876,400.619395814625,↑,↑,↑,↑,↑,901530.1107524807,0.0,901530.1107524807,999.0,4,701722.9999999064,0.0,2,2968020.360627408,33928426.42533833,22,28127.734,-0.012787578430481597,False,21.008185607986434
KRW-HP,2026-09-06T18:00:31+09:00,2026-09-06T16:52:39.349+09:00,10.3,-0.9615384600000001,6471918.96353819,29580711.225543518,39511848.029806726,45424605.20211842,53996666.954735175,91448903.50052553,5600819.317606225,1.1555307530085208,-71.99369447714888,-204.68399688125282,↓,↓,↓,↓,↓,0.0,5155.150000000001,-5155.150000000001,0.0,1,0.0,0.0,0,0.0,5155.150000000001,1,28357.967,-0.02402306213965398,False,-5.728916171690627
KRW-HUNT,2026-09-06T17:56:05+09:00,2026-09-06T17:53:56.190+09:00,123.0,-1.6,8381162.56518236,23415055.3172631,35215128.91308254,52695648.13425237,121308341.70311429,144042100.08398885,16257205.986625284,0.5155352384707125,-44.25154746416307,-71.65662362747602,↓,↓,↓,↓,↓,0.0,5951.61290271,-5951.61290271,0.0,1,0.0,0.0,0,0.0,5951.61290271,1,31987.959,0.034862101022621626,False,-5.432911237682216
KRW-HYPER,2026-09-06T18:01:19+09:00,2026-09-06T18:01:07.756+09:00,93.4,-0.74388948,9688175.59150295,24253706.49736286,29989067.98779449,44962135.25606429,67305093.47826236,81690843.26425818,11294357.317300308,0.8577890108596914,-33.485599295215074,-187.44571898705584,↓,→,↓,↓,→,0.0,29858.399999999998,-29858.399999999998,0.0,1,0.0,0.0,0,1789748.903011457,3228275.8033101796,12,32450.884,-0.021003910546254702,True,-5.05643208805434
KRW-ICP,2026-09-06T18:07:25+09:00,2026-09-06T18:05:21.524+09:00,3634.0,-0.13740038,20282704.02883139,34121342.45924248,61367627.74928478,88652284.52844387,101359862.41617386,161118131.18048945,20542461.860226694,0.9873550778303629,46.56574872466606,95.77483068539595,↑,→,↓,↑,→,2819.6999233,0.0,2819.6999233,999.0,1,5204.99999084,0.0,1,93636.5315015,3435726.5940430895,11,31711.509,0.04353726554594162,True,2.165730917437969
KRW-ICX,2026-09-06T18:07:32+09:00,2026-09-06T18:05:14.404+09:00,19.7,-1.9900497499999998,60717822.12388677,77900290.38670139,90781241.51891115,102992286.4501468,136867133.52769065,146870783.32191542,14369951.5159544,4.225332427633742,253.370780001899,219.97637390211491,↑,↑,↑,↑,↑,0.0,2899524.3700463604,-2899524.3700463604,0.0,6,0.0,0.0,0,9150131.840139655,15443429.753419988,38,30349.513,-0.045368757259000775,False,10.381662648486888
KRW-ID,2026-09-06T17:59:55+09:00,2026-09-06T17:55:42.649+09:00,44.7,-0.22321429,35502737.96538917,79362358.68193267,105068543.2384726,126339427.89450519,178882464.0244098,222572192.68794495,24453439.447744727,1.451850486769193,-19.053705013007992,-89.6726493377704,↓,→,↑,↑,↑,5145.427286272,5150.000000092,-4.57271381999999,0.9991120944038994,2,0.0,0.0,0,2450905.3482877025,9580893.103182029,11,26815.557,-0.047097515805606706,False,-3.4029644645538877
KRW-IMX,2026-09-06T18:01:48+09:00,2026-09-06T18:01:32.028+09:00,183.0,4.57142857,31240488.59938503,68644090.94670565,129971616.39489536,149122928.2575623,226091871.3694179,310988289.0853139,44987792.944295555,0.6944214542390953,-16.477326677538795,22.53276369547054,↓,↓,↓,↓,↓,499999.99999855994,0.0,499999.99999855994,999.0,1,0.0,0.0,0,17777697.42539192,650240.45600696,15,23848.708,0.05273162856101244,False,0.21451887357241617
